683001,683005,"Any Given Sunday",1999,"Oliver Stone","Al","Pacino"
683021,683005,"Any Given Sunday",1999,"Oliver Stone","Jamie","Foxx"
755016,683005,"Any Given Sunday",1999,"Oliver Stone","Cameron","Diaz"
855105,683006,"Oceans Eleven",1995,"Steven Soderbergh","Julia","Roberts"
855106,683006,"Oceans Eleven",1995,"Steven Soderbergh","Brad","Pitt"
855108,683006,"Oceans Eleven",1995,"Steven Soderbergh","George","Clooney"
683007,683007,"The Fast and the Furious",2001,"Rob Cohen","Paul","Walker"
683008,683007,"The Fast and the Furious",2001,"Rob Cohen","Vin","Diesel"
683020,683007,"The Fast and the Furious",2001,"Rob Cohen","Jordana","Brewster"
872002,683008,"Barbershop",2002,"Tim Story","Ice","Cube"
683010,683009,"Black Hawk Down",2002,"Ridley Scott","Josh","Hartnett"
693100,693000,"The Aviator",2004,"Martin Scorsese","Leonardo","DiCaprio"
693106,693000,"The Aviator",2004,"Martin Scorsese","Kate","Beckinsale"
693119,693000,"The Aviator",2004,"Martin Scorsese","Alec","Baldwin"
48002,693001,"Elektra",2005,"Rob Bowman","Jennifer","Garner"
412026,693001,"Elektra",2005,"Rob Bowman","Goran","Visnjic"
412027,693001,"Elektra",2005,"Rob Bowman","Will Yun","Lee"
490002,693001,"Elektra",2005,"Rob Bowman","Jennifer","Garner"
693101,693001,"Elektra",2005,"Rob Bowman","Jennifer","Garner"
412005,693003,"Ocean's Twelve",2004,"Steven Soderbergh","Andy","Garcia"
693103,693003,"Ocean's Twelve",2004,"Steven Soderbergh","Brad","Pitt"
693109,693003,"Ocean's Twelve",2004,"Steven Soderbergh","Catherine","Zeta-Jones"
788006,693003,"Ocean's Twelve",2004,"Steven Soderbergh","Matt","Damon"
855105,693003,"Ocean's Twelve",2004,"Steven Soderbergh","Julia","Roberts"
855106,693003,"Ocean's Twelve",2004,"Steven Soderbergh","Brad","Pitt"
855108,693003,"Ocean's Twelve",2004,"Steven Soderbergh","George","Clooney"
693104,693004,"The Goonies",1985,"Richard Donner","Sean","Astin"
693100,693005,"Coach Carter",2005,"Thomas Carter","Leonardo","DiCaprio"
693106,693005,"Coach Carter",2005,"Thomas Carter","Kate","Beckinsale"
693111,693005,"Coach Carter",2005,"Thomas Carter","Ashanti","Douglas"
907000,693005,"Coach Carter",2005,"Thomas Carter","Samuel","Jackson"
